,state,year,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
2068,wisconsin,2008,367.40740740740745,67.47286821705426,234.61476074614762,642.1333333333333
2069,wisconsin,2007,369.77777777777777,65.48837209302324,230.46228710462293,640.0
2070,wisconsin,2006,374.51851851851853,63.503875968992254,226.30981346309815,637.8666666666667
2071,wisconsin,2005,374.51851851851853,61.51937984496124,222.1573398215734,629.3333333333333
2072,wisconsin,2004,362.66666666666674,59.534883720930225,211.77615571776158,608.0
2073,wisconsin,2003,362.66666666666674,57.55038759689922,207.62368207623683,601.6
2074,wisconsin,2002,369.77777777777777,55.56589147286822,203.4712084347121,601.6
2075,wisconsin,2001,365.03703703703695,51.5968992248062,197.242497972425,586.6666666666667
2076,wisconsin,2000,362.66666666666674,53.58139534883721,197.242497972425,588.8000000000002
2100,wyoming,2018,289.1851851851852,63.503875968992254,257.45336577453367,593.0666666666667
2101,wyoming,2017,277.33333333333337,63.503875968992254,247.0721816707219,571.7333333333332
2102,wyoming,2016,279.70370370370375,63.503875968992254,242.91970802919715,571.7333333333332
2103,wyoming,2015,296.2962962962963,61.51937984496124,244.9959448499595,584.5333333333333
2104,wyoming,2014,298.6666666666667,61.51937984496124,240.84347120843475,582.4
2105,wyoming,2013,296.2962962962963,57.55038759689922,234.61476074614762,569.6
2106,wyoming,2012,312.8888888888889,55.56589147286822,234.61476074614762,582.4
2107,wyoming,2011,305.77777777777777,53.58139534883721,228.38605028386056,567.4666666666667
2108,wyoming,2010,315.2592592592593,53.58139534883721,220.08110300081105,567.4666666666667
2109,wyoming,2009,331.8518518518518,53.58139534883721,220.08110300081105,582.4
2110,wyoming,2008,355.55555555555566,53.58139534883721,226.30981346309815,612.2666666666668
2111,wyoming,2007,346.0740740740741,53.58139534883721,222.1573398215734,597.3333333333334
2112,wyoming,2006,341.3333333333333,51.5968992248062,213.85239253852401,580.2666666666668
2113,wyoming,2005,284.4444444444445,49.61240310077518,199.31873479318736,514.1333333333333
2114,wyoming,2004,336.5925925925925,47.627906976744185,191.0137875101379,550.4000000000002
2115,wyoming,2003,402.96296296296305,45.64341085271318,186.86131386861317,605.8666666666667
2116,wyoming,2002,346.0740740740741,45.64341085271318,182.7088402270884,548.2666666666668
2117,wyoming,2001,341.3333333333333,43.65891472868218,182.7088402270884,539.7333333333332
2118,wyoming,2000,336.5925925925925,43.65891472868218,178.55636658556372,533.3333333333334
2142,northeast region,2018,237.03703703703704,101.2093023255814,186.86131386861317,514.1333333333333
2143,northeast region,2017,241.77777777777783,105.1782945736434,182.7088402270884,516.2666666666668
2144,northeast region,2016,244.14814814814812,103.1937984496124,180.6326034063261,516.2666666666668
2145,northeast region,2015,246.51851851851856,101.2093023255814,176.48012976480132,512.0
2146,northeast region,2014,244.14814814814812,105.1782945736434,174.40389294403892,512.0
2147,northeast region,2013,251.2592592592593,103.1937984496124,172.3276561232766,512.0
2148,northeast region,2012,251.2592592592593,101.2093023255814,170.25141930251422,509.8666666666666
2149,northeast region,2011,248.88888888888889,99.22480620155036,166.09894566098947,503.4666666666666
2150,northeast region,2010,251.2592592592593,97.24031007751935,161.94647201946472,497.06666666666666
2151,northeast region,2009,253.62962962962962,95.25581395348837,159.87023519870237,492.8
2152,northeast region,2008,258.3703703703704,93.27131782945736,157.79399837794,492.8
2153,northeast region,2007,258.3703703703704,93.27131782945736,155.71776155717762,492.8
2154,northeast region,2006,253.62962962962962,89.30232558139534,151.56528791565287,480.0
2155,northeast region,2005,253.62962962962962,87.31782945736435,149.48905109489053,473.60000000000014
2156,northeast region,2004,253.62962962962962,85.33333333333334,145.33657745336578,469.33333333333337
2157,northeast region,2003,256.00000000000006,81.3643410852713,141.18410381184103,462.9333333333333
2158,northeast region,2002,260.7407407407408,79.37984496124031,137.03163017031628,460.80000000000007
2159,northeast region,2001,260.7407407407408,75.4108527131783,132.87915652879158,454.4
2160,northeast region,2000,256.00000000000006,75.4108527131783,137.03163017031628,452.2666666666667
2184,midwest region,2018,260.7407407407408,71.44186046511626,188.93755068937548,505.6
2185,midwest region,2017,265.4814814814815,71.44186046511626,186.86131386861317,507.73333333333335
2186,midwest region,2016,270.22222222222223,69.45736434108527,180.6326034063261,505.6
2187,midwest region,2015,272.5925925925927,69.45736434108527,178.55636658556372,503.4666666666666
2188,midwest region,2014,274.962962962963,67.47286821705426,174.40389294403892,501.33333333333326
2189,midwest region,2013,277.33333333333337,67.47286821705426,172.3276561232766,499.2
2190,midwest region,2012,284.4444444444445,65.48837209302324,170.25141930251422,501.33333333333326
2191,midwest region,2011,284.4444444444445,63.503875968992254,164.0227088402271,492.8
2192,midwest region,2010,291.5555555555556,59.534883720930225,159.87023519870237,490.6666666666666
2193,midwest region,2009,296.2962962962963,59.534883720930225,157.79399837794,494.9333333333333
2194,midwest region,2008,301.03703703703707,57.55038759689922,157.79399837794,497.06666666666666
2195,midwest region,2007,303.40740740740745,59.534883720930225,153.64152473641525,494.9333333333333
2196,midwest region,2006,301.03703703703707,55.56589147286822,149.48905109489053,484.2666666666667
2197,midwest region,2005,301.03703703703707,53.58139534883721,147.41281427412815,480.0
2198,midwest region,2004,303.40740740740745,51.5968992248062,141.18410381184103,473.60000000000014
2199,midwest region,2003,303.40740740740745,51.5968992248062,141.18410381184103,475.73333333333335
2200,midwest region,2002,308.1481481481481,49.61240310077518,132.87915652879158,467.2
2201,midwest region,2001,305.77777777777777,45.64341085271318,134.95539334955393,462.9333333333333
2202,midwest region,2000,305.77777777777777,47.627906976744185,130.8029197080292,460.80000000000007
2226,south region,2018,251.2592592592593,73.42635658914728,168.17518248175185,475.73333333333335
2227,south region,2017,258.3703703703704,73.42635658914728,166.09894566098947,482.1333333333334
2228,south region,2016,263.11111111111114,73.42635658914728,164.0227088402271,484.2666666666667
2229,south region,2015,265.4814814814815,71.44186046511626,159.87023519870237,477.86666666666673
2230,south region,2014,263.11111111111114,69.45736434108527,155.71776155717762,473.60000000000014
2231,south region,2013,274.962962962963,67.47286821705426,153.64152473641525,477.86666666666673
2232,south region,2012,279.70370370370375,67.47286821705426,151.56528791565287,480.0
2233,south region,2011,274.962962962963,65.48837209302324,147.41281427412815,471.4666666666667
2234,south region,2010,277.33333333333337,63.503875968992254,145.33657745336578,467.2
2235,south region,2009,286.8148148148148,61.51937984496124,143.2603406326034,471.4666666666667
2236,south region,2008,296.2962962962963,61.51937984496124,141.18410381184103,475.73333333333335
2237,south region,2007,298.6666666666667,61.51937984496124,141.18410381184103,477.86666666666673
2238,south region,2006,301.03703703703707,59.534883720930225,139.10786699107868,475.73333333333335
2239,south region,2005,298.6666666666667,57.55038759689922,134.95539334955393,469.33333333333337
2240,south region,2004,301.03703703703707,57.55038759689922,132.87915652879158,467.2
2241,south region,2003,301.03703703703707,53.58139534883721,132.87915652879158,465.0666666666667
2242,south region,2002,303.40740740740745,51.5968992248062,128.72668288726683,460.80000000000007
2243,south region,2001,305.77777777777777,49.61240310077518,124.5742092457421,456.53333333333336
2244,south region,2000,308.1481481481481,49.61240310077518,126.65044606650446,462.9333333333333
2268,west region,2018,244.14814814814812,111.13178294573645,188.93755068937548,533.3333333333334
2269,west region,2017,239.40740740740745,107.16279069767442,176.48012976480132,514.1333333333333
2270,west region,2016,244.14814814814812,109.14728682170544,174.40389294403892,518.4
2271,west region,2015,248.88888888888889,103.1937984496124,170.25141930251422,507.73333333333335
2272,west region,2014,251.2592592592593,109.14728682170544,166.09894566098947,516.2666666666668
2273,west region,2013,248.88888888888889,109.14728682170544,168.17518248175185,514.1333333333333
2274,west region,2012,248.88888888888889,113.11627906976746,168.17518248175185,518.4
2275,west region,2011,246.51851851851856,107.16279069767442,161.94647201946472,503.4666666666666
2276,west region,2010,251.2592592592593,95.25581395348837,157.79399837794,492.8
2277,west region,2009,263.11111111111114,103.1937984496124,157.79399837794,507.73333333333335
2278,west region,2008,272.5925925925927,101.2093023255814,157.79399837794,516.2666666666668
2279,west region,2007,277.33333333333337,97.24031007751935,157.79399837794,516.2666666666668
2280,west region,2006,267.8518518518519,101.2093023255814,157.79399837794,512.0
2281,west region,2005,270.22222222222223,99.22480620155036,151.56528791565287,503.4666666666666
2282,west region,2004,277.33333333333337,95.25581395348837,147.41281427412815,501.33333333333326
2283,west region,2003,277.33333333333337,91.28682170542636,143.2603406326034,494.9333333333333
2284,west region,2002,279.70370370370375,87.31782945736435,141.18410381184103,490.6666666666666
2285,west region,2001,282.07407407407413,85.33333333333334,141.18410381184103,490.6666666666666
2286,west region,2000,286.8148148148148,85.33333333333334,141.18410381184103,494.9333333333333
2310,us total,2018,248.88888888888889,87.31782945736435,180.6326034063261,501.33333333333326
2311,us total,2017,251.2592592592593,87.31782945736435,176.48012976480132,501.33333333333326
2312,us total,2016,256.00000000000006,87.31782945736435,172.3276561232766,501.33333333333326
2313,us total,2015,258.3703703703704,83.34883720930233,168.17518248175185,497.06666666666666
2314,us total,2014,260.7407407407408,85.33333333333334,166.09894566098947,494.9333333333333
2315,us total,2013,265.4814814814815,83.34883720930233,164.0227088402271,497.06666666666666
2316,us total,2012,267.8518518518519,83.34883720930233,161.94647201946472,499.2
2317,us total,2011,265.4814814814815,81.3643410852713,157.79399837794,488.53333333333336
2318,us total,2010,270.22222222222223,75.4108527131783,153.64152473641525,482.1333333333334
2319,us total,2009,277.33333333333337,77.3953488372093,151.56528791565287,488.53333333333336
2320,us total,2008,284.4444444444445,75.4108527131783,151.56528791565287,492.8
2321,us total,2007,286.8148148148148,75.4108527131783,149.48905109489053,492.8
2322,us total,2006,284.4444444444445,73.42635658914728,147.41281427412815,486.40000000000015
2323,us total,2005,284.4444444444445,71.44186046511626,145.33657745336578,480.0
2324,us total,2004,286.8148148148148,69.45736434108527,141.18410381184103,477.86666666666673
2325,us total,2003,286.8148148148148,67.47286821705426,139.10786699107868,473.60000000000014
2326,us total,2002,291.5555555555556,65.48837209302324,132.87915652879158,469.33333333333337
2327,us total,2001,291.5555555555556,61.51937984496124,132.87915652879158,465.0666666666667
2328,us total,2000,291.5555555555556,61.51937984496124,132.87915652879158,467.2
