,state,year,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
224,colorado,2004,308.1481481481481,85.33333333333334,197.242497972425,571.7333333333332
225,colorado,2003,315.2592592592593,79.37984496124031,180.6326034063261,554.6666666666667
226,colorado,2002,320.00000000000006,77.3953488372093,186.86131386861317,563.2
227,colorado,2001,336.5925925925925,81.3643410852713,199.31873479318736,593.0666666666667
228,colorado,2000,320.00000000000006,73.42635658914728,184.7850770478508,554.6666666666667
252,connecticut,2018,189.62962962962962,119.06976744186045,209.6999188969992,512.0
253,connecticut,2017,194.3703703703704,119.06976744186045,205.54744525547449,514.1333333333333
254,connecticut,2016,201.48148148148152,123.03875968992249,203.4712084347121,520.5333333333333
255,connecticut,2015,201.48148148148152,121.05426356589146,197.242497972425,514.1333333333333
256,connecticut,2014,199.11111111111111,119.06976744186045,191.0137875101379,503.4666666666666
257,connecticut,2013,201.48148148148152,121.05426356589146,188.93755068937548,505.6
258,connecticut,2012,203.85185185185188,121.05426356589146,188.93755068937548,507.73333333333335
259,connecticut,2011,203.85185185185188,123.03875968992249,182.7088402270884,501.33333333333326
260,connecticut,2010,208.59259259259258,119.06976744186045,180.6326034063261,501.33333333333326
261,connecticut,2009,208.59259259259258,117.08527131782944,176.48012976480132,492.8
262,connecticut,2008,220.44444444444446,115.10077519379844,176.48012976480132,503.4666666666666
263,connecticut,2007,218.0740740740741,113.11627906976746,174.40389294403892,497.06666666666666
264,connecticut,2006,220.44444444444446,111.13178294573645,168.17518248175185,490.6666666666666
265,connecticut,2005,213.33333333333331,107.16279069767442,164.0227088402271,475.73333333333335
266,connecticut,2004,220.44444444444446,105.1782945736434,164.0227088402271,480.0
267,connecticut,2003,220.44444444444446,103.1937984496124,161.94647201946472,475.73333333333335
268,connecticut,2002,225.1851851851852,99.22480620155036,155.71776155717762,471.4666666666667
269,connecticut,2001,225.1851851851852,99.22480620155036,153.64152473641525,467.2
270,connecticut,2000,222.8148148148148,97.24031007751935,153.64152473641525,465.0666666666667
294,delaware,2018,263.11111111111114,142.88372093023253,350.88402270884035,750.9333333333334
295,delaware,2017,272.5925925925927,142.88372093023253,363.34144363341437,772.2666666666668
296,delaware,2016,284.4444444444445,146.85271317829455,373.72262773722633,795.7333333333332
297,delaware,2015,282.07407407407413,142.88372093023253,363.34144363341437,780.8000000000002
298,delaware,2014,286.8148148148148,142.88372093023253,346.7315490673156,768.0
299,delaware,2013,296.2962962962963,142.88372093023253,338.42660178426615,768.0
300,delaware,2012,312.8888888888889,138.91472868217053,328.0454176804542,765.8666666666667
301,delaware,2011,317.6296296296297,136.93023255813952,315.58799675588,757.3333333333335
302,delaware,2010,322.3703703703704,130.97674418604652,282.3682076236821,721.0666666666667
303,delaware,2009,312.8888888888889,128.9922480620155,278.21573398215736,706.1333333333333
304,delaware,2008,320.00000000000006,113.11627906976746,255.37712895377132,672.0
305,delaware,2007,327.1111111111112,117.08527131782944,255.37712895377132,680.5333333333333
306,delaware,2006,334.22222222222223,117.08527131782944,261.6058394160584,695.4666666666667
307,delaware,2005,336.5925925925925,115.10077519379844,257.45336577453367,693.3333333333335
308,delaware,2004,336.5925925925925,113.11627906976746,265.7583130575832,697.6
309,delaware,2003,327.1111111111112,113.11627906976746,244.9959448499595,665.6
310,delaware,2002,329.4814814814815,103.1937984496124,228.38605028386056,642.1333333333333
311,delaware,2001,329.4814814814815,97.24031007751935,222.1573398215734,627.2
312,delaware,2000,322.3703703703704,95.25581395348837,218.00486618004868,616.5333333333333
336,district of columbia,2018,256.00000000000006,202.4186046511628,348.80778588807783,804.2666666666668
337,district of columbia,2017,260.7407407407408,202.4186046511628,348.80778588807783,810.6666666666665
338,district of columbia,2016,265.4814814814815,202.4186046511628,350.88402270884035,819.2
339,district of columbia,2015,270.22222222222223,202.4186046511628,346.7315490673156,814.9333333333333
340,district of columbia,2014,272.5925925925927,198.44961240310082,346.7315490673156,814.9333333333333
341,district of columbia,2013,274.962962962963,200.43410852713177,344.6553122465532,817.0666666666666
342,district of columbia,2012,279.70370370370375,200.43410852713177,342.57907542579085,821.3333333333333
343,district of columbia,2011,282.07407407407413,200.43410852713177,336.3503649635037,817.0666666666666
344,district of columbia,2010,289.1851851851852,198.44961240310082,334.2741281427413,817.0666666666666
345,district of columbia,2009,298.6666666666667,198.44961240310082,336.3503649635037,827.7333333333332
346,district of columbia,2008,320.00000000000006,200.43410852713177,340.50283860502844,853.3333333333335
347,district of columbia,2007,324.7407407407408,198.44961240310082,338.42660178426615,853.3333333333335
348,district of columbia,2006,327.1111111111112,190.51162790697674,332.19789132197894,840.5333333333333
349,district of columbia,2005,331.8518518518518,184.55813953488374,323.89294403892944,832.0
350,district of columbia,2004,327.1111111111112,180.58914728682166,315.58799675588,810.6666666666665
351,district of columbia,2003,327.1111111111112,174.6356589147287,313.5117599351176,802.1333333333334
352,district of columbia,2002,322.3703703703704,164.71317829457362,305.20681265206815,780.8000000000002
353,district of columbia,2001,322.3703703703704,156.7751937984496,303.13057583130575,770.1333333333333
354,district of columbia,2000,329.4814814814815,160.74418604651163,301.05433901054334,778.6666666666665
378,florida,2018,248.88888888888889,103.1937984496124,215.9286293592863,556.8
379,florida,2017,253.62962962962962,103.1937984496124,215.9286293592863,561.0666666666667
380,florida,2016,258.3703703703704,105.1782945736434,213.85239253852401,565.3333333333334
381,florida,2015,263.11111111111114,101.2093023255814,203.4712084347121,556.8
382,florida,2014,260.7407407407408,101.2093023255814,203.4712084347121,552.5333333333333
383,florida,2013,303.40740740740745,97.24031007751935,197.242497972425,580.2666666666668
384,florida,2012,298.6666666666667,101.2093023255814,197.242497972425,580.2666666666668
385,florida,2011,267.8518518518519,97.24031007751935,193.09002433090026,541.8666666666667
386,florida,2010,265.4814814814815,93.27131782945736,188.93755068937548,535.4666666666667
387,florida,2009,282.07407407407413,95.25581395348837,188.93755068937548,550.4000000000002
388,florida,2008,293.92592592592587,95.25581395348837,184.7850770478508,556.8
389,florida,2007,303.40740740740745,95.25581395348837,191.0137875101379,571.7333333333332
390,florida,2006,312.8888888888889,93.27131782945736,188.93755068937548,576.0000000000001
391,florida,2005,315.2592592592593,91.28682170542636,188.93755068937548,576.0000000000001
392,florida,2004,317.6296296296297,91.28682170542636,182.7088402270884,571.7333333333332
393,florida,2003,310.5185185185185,87.31782945736435,178.55636658556372,556.8
394,florida,2002,312.8888888888889,85.33333333333334,174.40389294403892,550.4000000000002
395,florida,2001,312.8888888888889,79.37984496124031,170.25141930251422,541.8666666666667
396,florida,2000,312.8888888888889,81.3643410852713,172.3276561232766,546.1333333333333
420,georgia,2018,225.1851851851852,49.61240310077518,145.33657745336578,405.33333333333326
421,georgia,2017,232.2962962962963,49.61240310077518,145.33657745336578,411.73333333333335
422,georgia,2016,234.66666666666663,49.61240310077518,145.33657745336578,416.0
423,georgia,2015,239.40740740740745,49.61240310077518,143.2603406326034,416.0
424,georgia,2014,241.77777777777783,49.61240310077518,143.2603406326034,420.26666666666665
425,georgia,2013,244.14814814814812,49.61240310077518,143.2603406326034,422.4
426,georgia,2012,251.2592592592593,49.61240310077518,141.18410381184103,424.53333333333336
427,georgia,2011,251.2592592592593,49.61240310077518,139.10786699107868,422.4
428,georgia,2010,256.00000000000006,49.61240310077518,134.95539334955393,422.4
429,georgia,2009,263.11111111111114,49.61240310077518,134.95539334955393,428.8
430,georgia,2008,274.962962962963,49.61240310077518,134.95539334955393,439.4666666666667
431,georgia,2007,282.07407407407413,51.5968992248062,134.95539334955393,448.00000000000006
432,georgia,2006,282.07407407407413,51.5968992248062,134.95539334955393,448.00000000000006
433,georgia,2005,277.33333333333337,51.5968992248062,132.87915652879158,441.6
434,georgia,2004,282.07407407407413,53.58139534883721,134.95539334955393,450.13333333333327
435,georgia,2003,284.4444444444445,51.5968992248062,137.03163017031628,454.4
436,georgia,2002,286.8148148148148,51.5968992248062,137.03163017031628,454.4
437,georgia,2001,284.4444444444445,49.61240310077518,134.95539334955393,450.13333333333327
438,georgia,2000,286.8148148148148,49.61240310077518,143.2603406326034,460.80000000000007
462,hawaii,2018,303.40740740740745,117.08527131782944,164.0227088402271,567.4666666666667
463,hawaii,2017,305.77777777777777,115.10077519379844,164.0227088402271,567.4666666666667
464,hawaii,2016,305.77777777777777,113.11627906976746,161.94647201946472,563.2
465,hawaii,2015,303.40740740740745,111.13178294573645,159.87023519870237,556.8
466,hawaii,2014,301.03703703703707,107.16279069767442,159.87023519870237,552.5333333333333
467,hawaii,2013,296.2962962962963,107.16279069767442,157.79399837794,546.1333333333333
468,hawaii,2012,296.2962962962963,105.1782945736434,155.71776155717762,539.7333333333332
469,hawaii,2011,296.2962962962963,105.1782945736434,151.56528791565287,535.4666666666667
470,hawaii,2010,296.2962962962963,103.1937984496124,147.41281427412815,529.0666666666667
471,hawaii,2009,301.03703703703707,101.2093023255814,147.41281427412815,531.1999999999998
472,hawaii,2008,315.2592592592593,101.2093023255814,149.48905109489053,546.1333333333333
473,hawaii,2007,308.1481481481481,95.25581395348837,159.87023519870237,544.0
474,hawaii,2006,303.40740740740745,93.27131782945736,159.87023519870237,537.6
475,hawaii,2005,308.1481481481481,89.30232558139534,149.48905109489053,526.9333333333333
476,hawaii,2004,327.1111111111112,85.33333333333334,145.33657745336578,533.3333333333334
477,hawaii,2003,308.1481481481481,83.34883720930233,137.03163017031628,507.73333333333335
478,hawaii,2002,301.03703703703707,77.3953488372093,128.72668288726683,486.40000000000015
479,hawaii,2001,308.1481481481481,75.4108527131783,124.5742092457421,486.40000000000015
480,hawaii,2000,315.2592592592593,77.3953488372093,124.5742092457421,494.9333333333333
504,idaho,2018,213.33333333333331,240.1240310077519,172.3276561232766,627.2
505,idaho,2017,213.33333333333331,236.15503875968997,170.25141930251422,620.8
506,idaho,2016,218.0740740740741,236.15503875968997,168.17518248175185,622.9333333333334
507,idaho,2015,222.8148148148148,226.2325581395349,164.0227088402271,612.2666666666668
508,idaho,2014,220.44444444444446,222.2635658914729,159.87023519870237,601.6
509,idaho,2013,227.55555555555557,214.32558139534885,159.87023519870237,599.4666666666667
510,idaho,2012,232.2962962962963,202.4186046511628,159.87023519870237,590.9333333333334
511,idaho,2011,237.03703703703704,182.57364341085272,151.56528791565287,565.3333333333334
512,idaho,2010,251.2592592592593,178.60465116279067,149.48905109489053,571.7333333333332
513,idaho,2009,248.88888888888889,180.58914728682166,145.33657745336578,569.6
514,idaho,2008,272.5925925925927,160.74418604651163,143.2603406326034,563.2
515,idaho,2007,277.33333333333337,144.86821705426354,139.10786699107868,550.4000000000002
516,idaho,2006,270.22222222222223,146.85271317829455,134.95539334955393,539.7333333333332
517,idaho,2005,263.11111111111114,146.85271317829455,126.65044606650446,522.6666666666666
518,idaho,2004,270.22222222222223,142.88372093023253,118.34549878345501,518.4
519,idaho,2003,272.5925925925927,128.9922480620155,114.19302514193028,501.33333333333326
520,idaho,2002,274.962962962963,127.00775193798451,110.04055150040553,497.06666666666666
521,idaho,2001,270.22222222222223,125.02325581395347,110.04055150040553,490.6666666666666
522,idaho,2000,267.8518518518519,128.9922480620155,107.96431467964315,490.6666666666666
546,illinois,2018,256.00000000000006,89.30232558139534,176.48012976480132,509.8666666666666
547,illinois,2017,260.7407407407408,89.30232558139534,172.3276561232766,507.73333333333335
548,illinois,2016,265.4814814814815,85.33333333333334,159.87023519870237,492.8
549,illinois,2015,265.4814814814815,85.33333333333334,166.09894566098947,503.4666666666666
550,illinois,2014,265.4814814814815,83.34883720930233,161.94647201946472,494.9333333333333
551,illinois,2013,267.8518518518519,83.34883720930233,159.87023519870237,497.06666666666666
552,illinois,2012,272.5925925925927,85.33333333333334,159.87023519870237,501.33333333333326
553,illinois,2011,282.07407407407413,81.3643410852713,155.71776155717762,501.33333333333326
554,illinois,2010,289.1851851851852,79.37984496124031,153.64152473641525,501.33333333333326
555,illinois,2009,293.92592592592587,77.3953488372093,151.56528791565287,503.4666666666666
556,illinois,2008,291.5555555555556,75.4108527131783,153.64152473641525,499.2
557,illinois,2007,293.92592592592587,81.3643410852713,153.64152473641525,507.73333333333335
558,illinois,2006,293.92592592592587,73.42635658914728,153.64152473641525,501.33333333333326
559,illinois,2005,291.5555555555556,67.47286821705426,147.41281427412815,488.53333333333336
560,illinois,2004,293.92592592592587,63.503875968992254,139.10786699107868,473.60000000000014
561,illinois,2003,298.6666666666667,69.45736434108527,153.64152473641525,503.4666666666666
562,illinois,2002,303.40740740740745,65.48837209302324,134.95539334955393,482.1333333333334
563,illinois,2001,301.03703703703707,63.503875968992254,141.18410381184103,486.40000000000015
564,illinois,2000,303.40740740740745,63.503875968992254,130.8029197080292,477.86666666666673
588,indiana,2018,227.55555555555557,57.55038759689922,186.86131386861317,458.66666666666674
589,indiana,2017,229.92592592592598,57.55038759689922,176.48012976480132,450.13333333333327
590,indiana,2016,232.2962962962963,57.55038759689922,184.7850770478508,462.9333333333333
591,indiana,2015,232.2962962962963,55.56589147286822,182.7088402270884,456.53333333333336
592,indiana,2014,232.2962962962963,53.58139534883721,166.09894566098947,437.33333333333326
593,indiana,2013,237.03703703703704,55.56589147286822,168.17518248175185,445.86666666666673
594,indiana,2012,241.77777777777783,55.56589147286822,164.0227088402271,443.73333333333335
595,indiana,2011,241.77777777777783,53.58139534883721,151.56528791565287,430.9333333333333
596,indiana,2010,244.14814814814812,51.5968992248062,153.64152473641525,433.06666666666666
597,indiana,2009,256.00000000000006,49.61240310077518,149.48905109489053,437.33333333333326
598,indiana,2008,260.7407407407408,47.627906976744185,151.56528791565287,443.73333333333335
599,indiana,2007,267.8518518518519,47.627906976744185,149.48905109489053,445.86666666666673
600,indiana,2006,258.3703703703704,49.61240310077518,137.03163017031628,426.66666666666674
601,indiana,2005,263.11111111111114,43.65891472868218,141.18410381184103,428.8
602,indiana,2004,270.22222222222223,43.65891472868218,134.95539334955393,428.8
603,indiana,2003,263.11111111111114,41.67441860465117,132.87915652879158,418.13333333333327
604,indiana,2002,267.8518518518519,39.689922480620154,124.5742092457421,411.73333333333335
605,indiana,2001,272.5925925925927,37.70542635658914,128.72668288726683,418.13333333333327
606,indiana,2000,274.962962962963,39.689922480620154,126.65044606650446,422.4
630,iowa,2018,293.92592592592587,45.64341085271318,191.0137875101379,509.8666666666666
631,iowa,2017,301.03703703703707,47.627906976744185,184.7850770478508,512.0
632,iowa,2016,308.1481481481481,45.64341085271318,180.6326034063261,512.0
633,iowa,2015,310.5185185185185,43.65891472868218,172.3276561232766,503.4666666666666
634,iowa,2014,317.6296296296297,41.67441860465117,168.17518248175185,505.6
635,iowa,2013,315.2592592592593,43.65891472868218,164.0227088402271,499.2
636,iowa,2012,322.3703703703704,45.64341085271318,168.17518248175185,512.0
637,iowa,2011,327.1111111111112,41.67441860465117,161.94647201946472,505.6
638,iowa,2010,329.4814814814815,35.72093023255813,151.56528791565287,490.6666666666666
639,iowa,2009,336.5925925925925,35.72093023255813,149.48905109489053,492.8
640,iowa,2008,338.962962962963,33.73643410852713,145.33657745336578,490.6666666666666
641,iowa,2007,334.22222222222223,33.73643410852713,139.10786699107868,480.0
642,iowa,2006,329.4814814814815,31.751937984496127,134.95539334955393,469.33333333333337
643,iowa,2005,331.8518518518518,31.751937984496127,126.65044606650446,460.80000000000007
644,iowa,2004,329.4814814814815,31.751937984496127,118.34549878345501,452.2666666666667
645,iowa,2003,327.1111111111112,29.767441860465123,112.1167883211679,441.6
646,iowa,2002,327.1111111111112,27.78294573643411,105.88807785888079,435.2000000000001
647,iowa,2001,322.3703703703704,25.7984496124031,103.81184103811842,424.53333333333336
648,iowa,2000,320.00000000000006,25.7984496124031,103.81184103811842,422.4
672,kansas,2018,234.66666666666663,27.78294573643411,164.0227088402271,409.6
673,kansas,2017,244.14814814814812,27.78294573643411,166.09894566098947,422.4
674,kansas,2016,241.77777777777783,27.78294573643411,155.71776155717762,409.6
675,kansas,2015,244.14814814814812,27.78294573643411,153.64152473641525,407.4666666666666
676,kansas,2014,246.51851851851856,27.78294573643411,155.71776155717762,411.73333333333335
677,kansas,2013,234.66666666666663,27.78294573643411,157.79399837794,401.0666666666667
678,kansas,2012,258.3703703703704,27.78294573643411,149.48905109489053,416.0
679,kansas,2011,253.62962962962962,27.78294573643411,143.2603406326034,405.33333333333326
680,kansas,2010,267.8518518518519,27.78294573643411,141.18410381184103,416.0
681,kansas,2009,279.70370370370375,27.78294573643411,139.10786699107868,424.53333333333336
682,kansas,2008,289.1851851851852,27.78294573643411,134.95539334955393,428.8
683,kansas,2007,277.33333333333337,29.767441860465123,132.87915652879158,418.13333333333327
684,kansas,2006,270.22222222222223,35.72093023255813,126.65044606650446,413.86666666666673
685,kansas,2005,270.22222222222223,35.72093023255813,118.34549878345501,403.2000000000001
686,kansas,2004,270.22222222222223,31.751937984496127,116.26926196269262,396.8
687,kansas,2003,274.962962962963,33.73643410852713,116.26926196269262,403.2000000000001
688,kansas,2002,282.07407407407413,29.767441860465123,112.1167883211679,401.0666666666667
689,kansas,2001,265.4814814814815,29.767441860465123,110.04055150040553,384.0
690,kansas,2000,267.8518518518519,29.767441860465123,110.04055150040553,388.2666666666667
714,kentucky,2018,220.44444444444446,43.65891472868218,168.17518248175185,416.0
715,kentucky,2017,222.8148148148148,41.67441860465117,170.25141930251422,420.26666666666665
716,kentucky,2016,227.55555555555557,43.65891472868218,164.0227088402271,422.4
717,kentucky,2015,234.66666666666663,43.65891472868218,157.79399837794,420.26666666666665
718,kentucky,2014,222.8148148148148,41.67441860465117,149.48905109489053,401.0666666666667
719,kentucky,2013,225.1851851851852,39.689922480620154,145.33657745336578,394.66666666666674
720,kentucky,2012,229.92592592592598,39.689922480620154,145.33657745336578,398.93333333333334
721,kentucky,2011,222.8148148148148,37.70542635658914,137.03163017031628,381.86666666666673
722,kentucky,2010,237.03703703703704,35.72093023255813,137.03163017031628,390.4
723,kentucky,2009,241.77777777777783,35.72093023255813,134.95539334955393,394.66666666666674
724,kentucky,2008,244.14814814814812,33.73643410852713,134.95539334955393,394.66666666666674
725,kentucky,2007,246.51851851851856,33.73643410852713,130.8029197080292,394.66666666666674
726,kentucky,2006,246.51851851851856,33.73643410852713,128.72668288726683,388.2666666666667
727,kentucky,2005,246.51851851851856,27.78294573643411,126.65044606650446,384.0
728,kentucky,2004,253.62962962962962,33.73643410852713,118.34549878345501,386.1333333333334
729,kentucky,2003,244.14814814814812,29.767441860465123,118.34549878345501,373.33333333333337
730,kentucky,2002,256.00000000000006,27.78294573643411,112.1167883211679,377.6
731,kentucky,2001,246.51851851851856,23.813953488372093,95.50689375506894,347.7333333333333
732,kentucky,2000,253.62962962962962,27.78294573643411,110.04055150040553,371.2
756,louisiana,2018,291.5555555555556,67.47286821705426,205.54744525547449,544.0
757,louisiana,2017,293.92592592592587,67.47286821705426,207.62368207623683,548.2666666666668
758,louisiana,2016,296.2962962962963,67.47286821705426,207.62368207623683,552.5333333333333
759,louisiana,2015,301.03703703703707,65.48837209302324,203.4712084347121,552.5333333333333
760,louisiana,2014,308.1481481481481,65.48837209302324,199.31873479318736,552.5333333333333
761,louisiana,2013,317.6296296296297,63.503875968992254,193.09002433090026,552.5333333333333
762,louisiana,2012,327.1111111111112,63.503875968992254,186.86131386861317,552.5333333333333
763,louisiana,2011,329.4814814814815,59.534883720930225,182.7088402270884,548.2666666666668
764,louisiana,2010,336.5925925925925,55.56589147286822,174.40389294403892,544.0
765,louisiana,2009,355.55555555555566,55.56589147286822,176.48012976480132,561.0666666666667
766,louisiana,2008,367.40740740740745,51.5968992248062,172.3276561232766,563.2
767,louisiana,2007,372.1481481481482,53.58139534883721,168.17518248175185,567.4666666666667
768,louisiana,2006,376.88888888888886,49.61240310077518,161.94647201946472,561.0666666666667
769,louisiana,2005,348.44444444444434,47.627906976744185,147.41281427412815,514.1333333333333
770,louisiana,2004,327.1111111111112,51.5968992248062,151.56528791565287,503.4666666666666
771,louisiana,2003,334.22222222222223,49.61240310077518,149.48905109489053,507.73333333333335
772,louisiana,2002,312.8888888888889,47.627906976744185,145.33657745336578,482.1333333333334
773,louisiana,2001,353.18518518518516,45.64341085271318,143.2603406326034,514.1333333333333
774,louisiana,2000,357.9259259259259,43.65891472868218,145.33657745336578,520.5333333333333
798,maine,2018,317.6296296296297,87.31782945736435,222.1573398215734,608.0
799,maine,2017,320.00000000000006,87.31782945736435,220.08110300081105,608.0
800,maine,2016,322.3703703703704,87.31782945736435,209.6999188969992,599.4666666666667
801,maine,2015,324.7407407407408,87.31782945736435,201.3949716139497,593.0666666666667
802,maine,2014,322.3703703703704,83.34883720930233,193.09002433090026,578.1333333333333
803,maine,2013,322.3703703703704,83.34883720930233,188.93755068937548,573.8666666666667
804,maine,2012,317.6296296296297,83.34883720930233,184.7850770478508,565.3333333333334
805,maine,2011,310.5185185185185,83.34883720930233,180.6326034063261,554.6666666666667
806,maine,2010,308.1481481481481,83.34883720930233,174.40389294403892,546.1333333333333
807,maine,2009,310.5185185185185,83.34883720930233,170.25141930251422,544.0
808,maine,2008,315.2592592592593,83.34883720930233,168.17518248175185,546.1333333333333
809,maine,2007,320.00000000000006,83.34883720930233,166.09894566098947,548.2666666666668
810,maine,2006,317.6296296296297,83.34883720930233,161.94647201946472,541.8666666666667
811,maine,2005,317.6296296296297,81.3643410852713,159.87023519870237,537.6
812,maine,2004,298.6666666666667,81.3643410852713,157.79399837794,520.5333333333333
813,maine,2003,296.2962962962963,79.37984496124031,153.64152473641525,509.8666666666666
814,maine,2002,291.5555555555556,79.37984496124031,145.33657745336578,497.06666666666666
815,maine,2001,286.8148148148148,73.42635658914728,145.33657745336578,486.40000000000015
816,maine,2000,277.33333333333337,75.4108527131783,141.18410381184103,475.73333333333335
840,maryland,2018,184.88888888888889,77.3953488372093,188.93755068937548,443.73333333333335
841,maryland,2017,194.3703703703704,79.37984496124031,191.0137875101379,456.53333333333336
842,maryland,2016,196.74074074074082,79.37984496124031,191.0137875101379,460.80000000000007
843,maryland,2015,201.48148148148152,77.3953488372093,186.86131386861317,456.53333333333336
844,maryland,2014,203.85185185185188,77.3953488372093,186.86131386861317,458.66666666666674
845,maryland,2013,210.96296296296296,77.3953488372093,186.86131386861317,465.0666666666667
846,maryland,2012,215.7037037037037,77.3953488372093,186.86131386861317,471.4666666666667
847,maryland,2011,218.0740740740741,77.3953488372093,184.7850770478508,467.2
848,maryland,2010,222.8148148148148,75.4108527131783,184.7850770478508,471.4666666666667
849,maryland,2009,227.55555555555557,71.44186046511626,178.55636658556372,467.2
850,maryland,2008,234.66666666666663,71.44186046511626,174.40389294403892,467.2
851,maryland,2007,239.40740740740745,71.44186046511626,174.40389294403892,469.33333333333337
852,maryland,2006,239.40740740740745,67.47286821705426,172.3276561232766,465.0666666666667
853,maryland,2005,241.77777777777783,67.47286821705426,168.17518248175185,460.80000000000007
854,maryland,2004,244.14814814814812,65.48837209302324,164.0227088402271,458.66666666666674
855,maryland,2003,244.14814814814812,63.503875968992254,159.87023519870237,452.2666666666667
856,maryland,2002,251.2592592592593,61.51937984496124,157.79399837794,452.2666666666667
857,maryland,2001,251.2592592592593,59.534883720930225,155.71776155717762,450.13333333333327
858,maryland,2000,246.51851851851856,59.534883720930225,155.71776155717762,445.86666666666673
882,massachusetts,2018,215.7037037037037,125.02325581395347,207.62368207623683,544.0
883,massachusetts,2017,225.1851851851852,130.97674418604652,201.3949716139497,550.4000000000002
884,massachusetts,2016,225.1851851851852,128.9922480620155,201.3949716139497,546.1333333333333
885,massachusetts,2015,227.55555555555557,128.9922480620155,188.93755068937548,537.6
886,massachusetts,2014,232.2962962962963,130.97674418604652,188.93755068937548,541.8666666666667
887,massachusetts,2013,237.03703703703704,130.97674418604652,184.7850770478508,544.0
888,massachusetts,2012,244.14814814814812,128.9922480620155,182.7088402270884,546.1333333333333
889,massachusetts,2011,241.77777777777783,127.00775193798451,182.7088402270884,541.8666666666667
890,massachusetts,2010,246.51851851851856,123.03875968992249,174.40389294403892,533.3333333333334
891,massachusetts,2009,244.14814814814812,123.03875968992249,176.48012976480132,531.1999999999998
892,massachusetts,2008,256.00000000000006,123.03875968992249,174.40389294403892,541.8666666666667
893,massachusetts,2007,263.11111111111114,123.03875968992249,180.6326034063261,552.5333333333333
894,massachusetts,2006,260.7407407407408,121.05426356589146,176.48012976480132,546.1333333333333
895,massachusetts,2005,253.62962962962962,117.08527131782944,176.48012976480132,535.4666666666667
896,massachusetts,2004,260.7407407407408,115.10077519379844,174.40389294403892,537.6
897,massachusetts,2003,260.7407407407408,111.13178294573645,170.25141930251422,531.1999999999998
898,massachusetts,2002,267.8518518518519,107.16279069767442,166.09894566098947,526.9333333333333
899,massachusetts,2001,267.8518518518519,103.1937984496124,164.0227088402271,520.5333333333333
900,massachusetts,2000,274.962962962963,101.2093023255814,180.6326034063261,544.0
924,michigan,2018,237.03703703703704,79.37984496124031,199.31873479318736,503.4666666666666
925,michigan,2017,239.40740740740745,79.37984496124031,193.09002433090026,499.2
926,michigan,2016,244.14814814814812,77.3953488372093,188.93755068937548,499.2
927,michigan,2015,234.66666666666663,71.44186046511626,184.7850770478508,477.86666666666673
928,michigan,2014,248.88888888888889,77.3953488372093,182.7088402270884,494.9333333333333
929,michigan,2013,239.40740740740745,73.42635658914728,176.48012976480132,475.73333333333335
930,michigan,2012,256.00000000000006,69.45736434108527,174.40389294403892,484.2666666666667
931,michigan,2011,253.62962962962962,69.45736434108527,172.3276561232766,480.0
932,michigan,2010,258.3703703703704,65.48837209302324,168.17518248175185,475.73333333333335
933,michigan,2009,263.11111111111114,63.503875968992254,166.09894566098947,475.73333333333335
934,michigan,2008,267.8518518518519,59.534883720930225,164.0227088402271,473.60000000000014
935,michigan,2007,267.8518518518519,59.534883720930225,159.87023519870237,467.2
936,michigan,2006,267.8518518518519,57.55038759689922,157.79399837794,465.0666666666667
937,michigan,2005,272.5925925925927,55.56589147286822,153.64152473641525,460.80000000000007
938,michigan,2004,274.962962962963,53.58139534883721,149.48905109489053,458.66666666666674
939,michigan,2003,277.33333333333337,55.56589147286822,149.48905109489053,462.9333333333333
940,michigan,2002,282.07407407407413,49.61240310077518,143.2603406326034,454.4
941,michigan,2001,279.70370370370375,45.64341085271318,141.18410381184103,445.86666666666673
942,michigan,2000,284.4444444444445,47.627906976744185,141.18410381184103,454.4
966,minnesota,2018,270.22222222222223,87.31782945736435,251.22465531224654,595.2
967,minnesota,2017,272.5925925925927,87.31782945736435,247.0721816707219,590.9333333333334
968,minnesota,2016,272.5925925925927,87.31782945736435,242.91970802919715,590.9333333333334
969,minnesota,2015,274.962962962963,85.33333333333334,236.69099756691003,582.4
970,minnesota,2014,270.22222222222223,87.31782945736435,255.37712895377132,599.4666666666667
971,minnesota,2013,270.22222222222223,85.33333333333334,240.84347120843475,582.4
972,minnesota,2012,279.70370370370375,83.34883720930233,230.46228710462293,578.1333333333333
973,minnesota,2011,267.8518518518519,67.47286821705426,207.62368207623683,526.9333333333333
974,minnesota,2010,270.22222222222223,65.48837209302324,201.3949716139497,520.5333333333333
975,minnesota,2009,282.07407407407413,73.42635658914728,215.9286293592863,552.5333333333333
976,minnesota,2008,286.8148148148148,71.44186046511626,213.85239253852401,554.6666666666667
977,minnesota,2007,291.5555555555556,71.44186046511626,209.6999188969992,554.6666666666667
978,minnesota,2006,272.5925925925927,63.503875968992254,193.09002433090026,512.0
979,minnesota,2005,279.70370370370375,65.48837209302324,201.3949716139497,529.0666666666667
980,minnesota,2004,293.92592592592587,61.51937984496124,195.16626115166264,533.3333333333334
981,minnesota,2003,289.1851851851852,57.55038759689922,188.93755068937548,518.4
982,minnesota,2002,298.6666666666667,55.56589147286822,182.7088402270884,514.1333333333333
983,minnesota,2001,296.2962962962963,51.5968992248062,182.7088402270884,509.8666666666666
